lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0002184,2024-07-14,ASPDLR000402,Builder project,won,1997190.07,Nerolac,price high
ASPLEAD0002185,02/13/2025,ASPDLR000041,Villa,new,1599018.73,Local,price high
ASPLEAD0002186,2025-06-13,ASPDLR000778,Villa,lost,1074708.16,unknown,contractor controls decision
ASPLEAD0002187,2026-02-17,ASPDLR000978,Beautiful Homes,stalled,831528.34,Berger,price high
ASPLEAD0002188,2025-02-12,ASPDLR000993,Villa,won,2276568.34,Local,
ASPLEAD0002189,2026-03-16,ASPDLR000919,Commercial,stalled,2075439.33,None,price high
ASPLEAD0002190,03/16/2025,ASPDLR000186,Apartment repaint,site visit,395110.97,JSW,dealer asked extra margin
ASPLEAD0002191,20-Feb-25,ASPDLR000194,Waterproofing,lost,909772.67,Local,price high
ASPLEAD0002192,07/19/2024,ASPDLR000474,Villa,site visit,2968844.87,JSW,contractor controls decision
ASPLEAD0002193,2025-03-12,ASPDLR000562,Builder project,won,794788.40,Local,
ASPLEAD0002194,2025-12-05,ASPDLR000067,Villa,won,2615093.50,Berger,payment risk
ASPLEAD0002195,2024-09-10,ASPDLR000660,Builder project,quoted,1805688.15,Nerolac,contractor controls decision
ASPLEAD0002196,2025-12-25,ASPDLR000352,Beautiful Homes,new,148250.72,JSW,payment risk
ASPLEAD0002197,2025-08-06,ASPDLR000864,Waterproofing,stalled,2449253.88,Berger,contractor controls decision
ASPLEAD0002198,2025-01-16,ASPDLR000846,Waterproofing,new,2863425.65,Nerolac,
ASPLEAD0002199,22-Sep-25,ASPDLR000624,Builder project,new,2642636.60,Nerolac,payment risk
ASPLEAD0002200,2025-12-11,ASPDLR000404,Commercial,lost,434799.76,Local,payment risk
ASPLEAD0002201,2024-05-04,ASPDLR000334,Waterproofing,quoted,1982627.74,Nerolac,dealer asked extra margin
ASPLEAD0002202,2024-11-07,ASPDLR000016,Builder project,new,2728954.81,Nerolac,
ASPLEAD0002203,2025-09-10,ASPDLR000658,Builder project,lost,2509857.78,Local,payment risk
ASPLEAD0002204,28/06/2025,ASPDLR000156,Commercial,lost,1933763.48,Berger,contractor controls decision
ASPLEAD0002205,19/07/2025,ASPDLR000254,Waterproofing,site visit,699331.27,Local,
ASPLEAD0002206,2024-09-30,ASPDLR000633,Waterproofing,won,1006510.33,JSW,contractor controls decision
ASPLEAD0002207,2026-01-27,ASPDLR000722,Commercial,lost,2133665.90,unknown,price high
ASPLEAD0002208,2024-11-11,ASPDLR000271,Commercial,new,2432181.31,Berger,
ASPLEAD0002209,2024-12-11,ASPDLR000514,Waterproofing,quoted,2455193.74,Berger,
ASPLEAD0002210,2024-05-27,ASPDLR000205,Apartment repaint,stalled,1804376.08,Nerolac,price high
ASPLEAD0002211,05/25/2025,ASPDLR000535,Waterproofing,lost,888882.28,None,payment risk
ASPLEAD0002212,2024-08-30,ASPDLR000131,Villa,quoted,1339612.08,Local,price high
ASPLEAD0002213,2025-10-26,ASPDLR000086,Builder project,quoted,2960900.16,Indigo,
ASPLEAD0002214,20/06/2025,ASPDLR000459,Villa,site visit,619965.64,Indigo,
ASPLEAD0002215,2025-05-26,ASPDLR000667,Commercial,won,133547.85,Nerolac,contractor controls decision
ASPLEAD0002216,02-Nov-24,ASPDLR000141,Villa,site visit,1573695.63,Berger,
ASPLEAD0002217,2026-02-28,ASPDLR000860,Waterproofing,won,2666585.94,Berger,payment risk
ASPLEAD0002218,2024-06-07,ASPDLR000620,Beautiful Homes,lost,1310039.15,Indigo,contractor controls decision
ASPLEAD0002219,04/11/2024,ASPDLR000603,Villa,quoted,1649814.27,Local,
ASPLEAD0002220,29-May-24,ASPDLR000133,Waterproofing,quoted,2775056.41,Nerolac,dealer asked extra margin
ASPLEAD0002221,2025-11-17,ASPDLR000049,Beautiful Homes,stalled,813599.81,JSW,contractor controls decision
ASPLEAD0002222,2025-12-03,ASPDLR000415,Builder project,new,2448719.22,None,price high
ASPLEAD0002223,2024-05-25,ASPDLR000152,Beautiful Homes,won,760101.64,JSW,
ASPLEAD0002224,2025-05-11,ASPDLR000778,Beautiful Homes,won,471772.69,JSW,
ASPLEAD0002225,19/06/2024,ASPDLR000035,Beautiful Homes,lost,498998.34,Indigo,
ASPLEAD0002226,17/08/2025,ASPDLR000262,Builder project,quoted,1808357.67,unknown,
ASPLEAD0002227,2024-06-05,ASPDLR000761,Apartment repaint,stalled,2613055.74,Berger,
ASPLEAD0002228,2024-11-06,ASPDLR000160,Beautiful Homes,new,2081714.06,unknown,contractor controls decision
ASPLEAD0002229,2026-03-29,ASPDLR000546,Builder project,stalled,2461390.89,JSW,price high
ASPLEAD0002230,2026-01-21,ASPDLR000622,Builder project,lost,932945.20,unknown,
ASPLEAD0002231,2024-05-27,ASPDLR000448,Villa,new,854956.74,Local,price high
ASPLEAD0002232,2025-05-23,ASPDLR000743,Commercial,won,1843668.33,JSW,
ASPLEAD0002233,2024-12-03,ASPDLR000112,Commercial,stalled,1578093.65,Berger,
ASPLEAD0002234,2024-08-20,ASPDLR000637,Beautiful Homes,stalled,495085.24,Indigo,
ASPLEAD0002235,2025-12-20,ASPDLR000306,Waterproofing,won,962190.30,JSW,contractor controls decision
ASPLEAD0002236,2026-02-11,ASPDLR000664,Beautiful Homes,won,1204160.82,JSW,price high
ASPLEAD0002237,2025-01-02,ASPDLR000892,Apartment repaint,new,2423892.09,Berger,payment risk
ASPLEAD0002238,2024-07-21,ASPDLR000866,Waterproofing,stalled,2471033.07,Local,price high
ASPLEAD0002239,05/07/2024,ASPDLR000156,Beautiful Homes,stalled,1371428.96,None,dealer asked extra margin
ASPLEAD0002240,28/07/2025,ASPDLR000656,Apartment repaint,site visit,44880.78,None,price high
ASPLEAD0002241,2025-04-02,ASPDLR000441,Commercial,stalled,2799014.15,None,dealer asked extra margin
ASPLEAD0002242,2024-09-29,ASPDLR000489,Villa,site visit,1392355.37,Indigo,price high
ASPLEAD0002243,2025-07-09,ASPDLR000255,Apartment repaint,quoted,1165038.67,unknown,
ASPLEAD0002244,2024-09-09,ASPDLR000615,Beautiful Homes,stalled,2313216.71,None,payment risk
ASPLEAD0002245,2025-01-19,ASPDLR000769,Waterproofing,new,2150346.59,Indigo,dealer asked extra margin
ASPLEAD0002246,2025-07-06,ASPDLR000752,Commercial,won,987387.52,Local,
ASPLEAD0002247,10/07/2024,ASPDLR000705,Commercial,quoted,2834655.18,Nerolac,price high
ASPLEAD0002248,28-Oct-24,ASPDLR000684,Villa,lost,107533.77,Berger,contractor controls decision
ASPLEAD0002249,2025-05-07,ASPDLR000663,Builder project,won,2320581.29,JSW,price high
ASPLEAD0002250,2025-06-13,ASPDLR000146,Beautiful Homes,quoted,1015046.36,Indigo,contractor controls decision
ASPLEAD0002251,14/09/2024,ASPDLR000125,Apartment repaint,won,316184.70,None,dealer asked extra margin
ASPLEAD0002252,2025-09-13,ASPDLR000334,Beautiful Homes,stalled,1815313.74,JSW,dealer asked extra margin
ASPLEAD0002253,21/08/2025,ASPDLR000304,Commercial,site visit,1596208.24,Indigo,
ASPLEAD0002254,2025-01-27,ASPDLR000521,Apartment repaint,won,2013576.63,Nerolac,
ASPLEAD0002255,2024-11-28,ASPDLR000494,Apartment repaint,site visit,294717.13,Local,dealer asked extra margin
ASPLEAD0002256,25-Feb-25,ASPDLR000540,Waterproofing,quoted,104859.39,unknown,price high
ASPLEAD0002257,2025-08-14,ASPDLR000884,Apartment repaint,site visit,1559425.39,None,
ASPLEAD0002258,2025-04-21,ASPDLR000859,Waterproofing,quoted,2051330.67,Berger,dealer asked extra margin
ASPLEAD0002259,2025-02-05,ASPDLR000235,Beautiful Homes,stalled,1401734.37,unknown,
ASPLEAD0002260,2024-08-11,ASPDLR000937,Apartment repaint,new,2143696.82,Indigo,contractor controls decision
ASPLEAD0002261,2024-10-14,ASPDLR000108,Builder project,site visit,908916.39,None,dealer asked extra margin
ASPLEAD0002262,2026-01-06,ASPDLR000298,Waterproofing,site visit,1950372.84,Berger,
ASPLEAD0002263,2024-05-14,ASPDLR000762,Beautiful Homes,new,1928767.88,JSW,contractor controls decision
ASPLEAD0002264,2026-03-05,ASPDLR000471,Commercial,quoted,1088063.04,None,
ASPLEAD0002265,01/09/2026,ASPDLR000006,Beautiful Homes,site visit,2112163.84,unknown,
ASPLEAD0002266,2025-07-10,ASPDLR000878,Waterproofing,site visit,2289312.79,Berger,price high
ASPLEAD0002267,04/01/2026,ASPDLR000532,Villa,stalled,1863016.70,Berger,dealer asked extra margin
ASPLEAD0002268,2025-10-20,ASPDLR000202,Builder project,site visit,484197.26,Berger,
ASPLEAD0002269,2024-05-05,ASPDLR000570,Builder project,site visit,1374555.69,None,contractor controls decision
ASPLEAD0002270,2025-01-14,ASPDLR000761,Builder project,site visit,2462274.53,Berger,
ASPLEAD0002271,2024-10-05,ASPDLR000032,Beautiful Homes,stalled,1792895.32,None,contractor controls decision
ASPLEAD0002272,2025-09-09,ASPDLR000748,Waterproofing,won,2980253.56,JSW,payment risk
ASPLEAD0002273,2025-01-04,ASPDLR000958,Waterproofing,won,2060061.57,None,dealer asked extra margin
ASPLEAD0002274,2025-06-22,ASPDLR000404,Builder project,won,1300241.68,Indigo,dealer asked extra margin
ASPLEAD0002275,2025-07-02,ASPDLR000833,Waterproofing,quoted,303906.20,None,
ASPLEAD0002276,09-Sep-24,ASPDLR000426,Apartment repaint,lost,979264.15,Local,payment risk
ASPLEAD0002277,2025-07-10,ASPDLR000980,Builder project,stalled,1542150.53,JSW,
ASPLEAD0002278,2025-12-07,ASPDLR000019,Beautiful Homes,won,2848913.31,Local,payment risk
ASPLEAD0002279,2025-08-09,ASPDLR000758,Beautiful Homes,won,2533606.80,unknown,dealer asked extra margin
ASPLEAD0002280,2025-05-02,ASPDLR000342,Commercial,won,2963373.23,Berger,
ASPLEAD0002281,2024-08-07,ASPDLR000195,Commercial,site visit,1069957.71,unknown,payment risk
ASPLEAD0002282,2025-06-24,ASPDLR000184,Commercial,new,798253.79,Nerolac,dealer asked extra margin
ASPLEAD0002283,07/03/2026,ASPDLR000178,Apartment repaint,stalled,515025.97,JSW,payment risk
ASPLEAD0002284,2024-11-23,ASPDLR000256,Commercial,new,1444323.68,Berger,dealer asked extra margin
ASPLEAD0002285,2024-05-26,ASPDLR000441,Apartment repaint,site visit,1250395.60,Local,
ASPLEAD0002286,2024-06-12,ASPDLR000261,Apartment repaint,lost,2715093.82,unknown,payment risk
ASPLEAD0002287,2025-08-13,ASPDLR000379,Villa,site visit,465987.46,Berger,
ASPLEAD0002288,2025-06-17,ASPDLR000452,Waterproofing,site visit,2527663.18,JSW,dealer asked extra margin
ASPLEAD0002289,2025-12-21,ASPDLR000014,Commercial,won,2147833.28,Local,payment risk
ASPLEAD0002290,2025-11-21,ASPDLR000125,Beautiful Homes,new,1828314.78,unknown,payment risk
ASPLEAD0002291,2025-11-03,ASPDLR000536,Builder project,stalled,2001989.72,Berger,price high
ASPLEAD0002292,2024-11-21,ASPDLR000439,Waterproofing,new,414806.22,Nerolac,
ASPLEAD0002293,2025-07-19,ASPDLR000545,Apartment repaint,site visit,680794.33,Local,price high
ASPLEAD0002294,07/24/2024,ASPDLR000663,Villa,quoted,2393161.17,unknown,dealer asked extra margin
ASPLEAD0002295,2024-09-20,ASPDLR000434,Beautiful Homes,won,823355.36,None,contractor controls decision
ASPLEAD0002296,24/10/2025,ASPDLR000466,Waterproofing,site visit,1132987.08,unknown,price high
ASPLEAD0002297,2026-01-16,ASPDLR000282,Apartment repaint,lost,2129660.24,Indigo,payment risk
ASPLEAD0002298,2024-12-11,ASPDLR000409,Builder project,new,172814.74,JSW,price high
ASPLEAD0002299,15/03/2026,ASPDLR000945,Beautiful Homes,quoted,2811566.23,None,
ASPLEAD0002300,2025-11-04,ASPDLR000035,Builder project,new,1516985.07,None,
ASPLEAD0002301,11/27/2025,ASPDLR000420,Apartment repaint,lost,2480704.19,Berger,contractor controls decision
ASPLEAD0002302,2024-12-09,ASPDLR000414,Apartment repaint,stalled,2711827.77,Local,price high
ASPLEAD0002303,2025-09-27,ASPDLR000511,Beautiful Homes,quoted,1398726.05,Berger,price high
ASPLEAD0002304,2026-02-09,ASPDLR000210,Commercial,quoted,937588.37,unknown,payment risk
ASPLEAD0002305,2026-03-15,ASPDLR000750,Commercial,quoted,1069289.77,Nerolac,dealer asked extra margin
ASPLEAD0002306,2026-01-28,ASPDLR000583,Commercial,site visit,2652829.29,unknown,payment risk
ASPLEAD0002307,2026-03-16,ASPDLR000185,Commercial,new,1422223.51,Indigo,contractor controls decision
ASPLEAD0002308,2025-05-01,ASPDLR000299,Apartment repaint,lost,816095.05,unknown,dealer asked extra margin
ASPLEAD0002309,06/17/2025,ASPDLR000518,Villa,new,2318204.28,unknown,payment risk
ASPLEAD0002310,25-May-25,ASPDLR000059,Waterproofing,new,2314743.66,JSW,contractor controls decision
ASPLEAD0002311,2025-09-21,ASPDLR000379,Waterproofing,site visit,2291683.79,Local,
ASPLEAD0002312,2025-05-14,ASPDLR000282,Commercial,won,2846346.98,None,contractor controls decision
ASPLEAD0002313,2025-01-07,ASPDLR000651,Commercial,stalled,2329757.21,unknown,
ASPLEAD0002314,2025-01-24,ASPDLR000522,Waterproofing,won,838299.12,unknown,price high
ASPLEAD0002315,2025-04-10,ASPDLR000742,Builder project,site visit,2826677.60,Berger,
ASPLEAD0002316,2026-03-08,ASPDLR000933,Waterproofing,site visit,1713251.35,Indigo,price high
ASPLEAD0002317,2026-03-17,ASPDLR000457,Beautiful Homes,lost,761421.19,Local,
ASPLEAD0002318,06/10/2025,ASPDLR000017,Beautiful Homes,lost,2582126.89,None,price high
ASPLEAD0002319,2024-11-08,ASPDLR000947,Villa,new,310992.21,Nerolac,payment risk
ASPLEAD0002320,23/07/2024,ASPDLR000185,Builder project,lost,862166.36,Indigo,dealer asked extra margin
ASPLEAD0002321,2025-07-16,ASPDLR000240,Apartment repaint,won,1117565.28,Berger,dealer asked extra margin
ASPLEAD0002322,11/14/2025,ASPDLR000791,Apartment repaint,stalled,360509.59,unknown,contractor controls decision
ASPLEAD0002323,2026-02-13,ASPDLR000346,Apartment repaint,lost,1173329.99,JSW,contractor controls decision
ASPLEAD0002324,2024-05-05,ASPDLR000615,Commercial,lost,2164276.83,None,contractor controls decision
ASPLEAD0002325,2025-09-17,ASPDLR000623,Waterproofing,quoted,2008044.57,Nerolac,contractor controls decision
ASPLEAD0002326,2024-08-03,ASPDLR000557,Apartment repaint,quoted,2387473.82,Indigo,contractor controls decision
ASPLEAD0002327,03-Feb-25,ASPDLR000819,Villa,site visit,860260.56,Berger,contractor controls decision
ASPLEAD0002328,2025-12-22,ASPDLR000216,Villa,quoted,887258.22,Nerolac,dealer asked extra margin
ASPLEAD0002329,2025-03-11,ASPDLR000384,Commercial,site visit,1881596.71,unknown,payment risk
ASPLEAD0002330,2025-10-27,ASPDLR000329,Beautiful Homes,site visit,1095882.50,Local,payment risk
ASPLEAD0002331,2025-04-16,ASPDLR000762,Commercial,stalled,1882713.85,Berger,dealer asked extra margin
ASPLEAD0002332,2024-07-05,ASPDLR000114,Waterproofing,lost,2210347.41,unknown,price high
ASPLEAD0002333,2025-09-09,ASPDLR000646,Waterproofing,stalled,2747547.23,Berger,contractor controls decision
ASPLEAD0002334,2024-11-14,ASPDLR000328,Beautiful Homes,site visit,1140492.67,JSW,
ASPLEAD0002335,2025-08-21,ASPDLR000863,Waterproofing,site visit,1661768.19,unknown,contractor controls decision
ASPLEAD0002336,05/03/2025,ASPDLR000783,Waterproofing,won,1760759.72,Local,payment risk
ASPLEAD0002337,2024-06-30,ASPDLR000089,Commercial,lost,1125247.41,Berger,
ASPLEAD0002338,2024-04-04,ASPDLR000460,Waterproofing,quoted,1146536.10,Indigo,price high
ASPLEAD0002339,2024-05-15,ASPDLR000835,Builder project,won,2051093.69,Local,price high
ASPLEAD0002340,2025-11-20,ASPDLR000957,Apartment repaint,quoted,1399621.77,JSW,payment risk
ASPLEAD0002341,2024-06-29,ASPDLR000565,Builder project,site visit,2035072.72,Nerolac,dealer asked extra margin
ASPLEAD0002342,2025-02-14,ASPDLR000137,Commercial,quoted,1738837.26,Berger,dealer asked extra margin
ASPLEAD0002343,08-Dec-24,ASPDLR000695,Apartment repaint,quoted,2618248.43,Nerolac,contractor controls decision
ASPLEAD0002344,2025-12-12,ASPDLR000487,Apartment repaint,quoted,1138425.68,None,price high
ASPLEAD0002345,2024-12-04,ASPDLR000142,Beautiful Homes,stalled,1969736.66,Nerolac,payment risk
ASPLEAD0002346,2026-03-23,ASPDLR000770,Villa,quoted,980148.18,JSW,payment risk
ASPLEAD0002347,01/23/2026,ASPDLR000143,Commercial,quoted,969452.92,Berger,contractor controls decision
ASPLEAD0002348,2025-11-24,ASPDLR000608,Apartment repaint,lost,550175.18,Berger,payment risk
ASPLEAD0002349,11/21/2024,ASPDLR000399,Commercial,lost,543394.57,Local,
ASPLEAD0002350,2024-06-08,ASPDLR000358,Builder project,site visit,1561956.65,Local,
ASPLEAD0002351,2025-02-15,ASPDLR000168,Waterproofing,quoted,390244.45,Nerolac,contractor controls decision
ASPLEAD0002352,2025-10-02,ASPDLR000785,Villa,site visit,2006209.59,JSW,price high
ASPLEAD0002353,2024-10-24,ASPDLR000070,Commercial,quoted,2215650.63,unknown,dealer asked extra margin
ASPLEAD0002354,2024-11-13,ASPDLR000162,Waterproofing,won,547987.70,Berger,contractor controls decision
ASPLEAD0002355,2025-05-31,ASPDLR000415,Waterproofing,site visit,831646.19,None,price high
ASPLEAD0002356,2025-12-03,ASPDLR000925,Beautiful Homes,site visit,951576.69,Berger,
ASPLEAD0002357,21/06/2024,ASPDLR000443,Apartment repaint,quoted,1606264.42,JSW,contractor controls decision
ASPLEAD0002358,12/20/2025,ASPDLR000240,Builder project,won,689609.63,JSW,payment risk
ASPLEAD0002359,05/14/2024,ASPDLR000381,Builder project,quoted,1333278.69,unknown,contractor controls decision
ASPLEAD0002360,26/12/2025,ASPDLR000309,Builder project,site visit,1968396.18,JSW,price high
ASPLEAD0002361,2024-10-30,ASPDLR000935,Commercial,won,1794963.85,Local,price high
ASPLEAD0002362,2025-06-15,ASPDLR000135,Beautiful Homes,lost,1733550.00,Indigo,contractor controls decision
ASPLEAD0002363,2025-08-02,ASPDLR000485,Waterproofing,won,550565.09,Nerolac,dealer asked extra margin
ASPLEAD0002364,2024-10-28,ASPDLR000362,Commercial,lost,1390083.58,Local,contractor controls decision
ASPLEAD0002365,2024-12-08,ASPDLR000198,Commercial,stalled,2534399.73,unknown,
ASPLEAD0002366,2026-01-09,ASPDLR000592,Apartment repaint,lost,1493931.01,None,payment risk
ASPLEAD0002367,08/10/2025,ASPDLR000470,Beautiful Homes,new,2314131.39,None,payment risk
ASPLEAD0002368,21/01/2025,ASPDLR000833,Commercial,quoted,1798724.06,Nerolac,contractor controls decision
ASPLEAD0002369,2025-01-07,ASPDLR000421,Builder project,quoted,2932128.66,unknown,contractor controls decision
ASPLEAD0002370,2025-11-13,ASPDLR000204,Apartment repaint,stalled,2820187.94,None,payment risk
ASPLEAD0002371,2024-08-24,ASPDLR000831,Commercial,won,1645670.95,JSW,contractor controls decision
ASPLEAD0002372,2024-08-16,ASPDLR000687,Villa,won,1962359.97,Indigo,price high
ASPLEAD0002373,2026-02-26,ASPDLR000547,Waterproofing,new,682546.63,JSW,contractor controls decision
ASPLEAD0002374,13-Feb-26,ASPDLR000052,Builder project,quoted,1616252.26,JSW,price high
ASPLEAD0002375,04/05/2025,ASPDLR000176,Commercial,new,1909226.60,unknown,payment risk
ASPLEAD0002376,2025-07-08,ASPDLR000881,Builder project,stalled,1781187.86,Nerolac,contractor controls decision
ASPLEAD0002377,2024-05-25,ASPDLR000095,Beautiful Homes,site visit,2665668.15,Local,price high
ASPLEAD0002378,2024-04-16,ASPDLR000321,Waterproofing,quoted,2015151.69,Nerolac,price high
ASPLEAD0002379,2025-03-25,ASPDLR000469,Beautiful Homes,quoted,922082.34,Indigo,contractor controls decision
ASPLEAD0002380,2024-09-12,ASPDLR000138,Builder project,quoted,812278.67,None,contractor controls decision
ASPLEAD0002381,03/03/2026,ASPDLR000299,Waterproofing,lost,1691664.17,Local,dealer asked extra margin
ASPLEAD0002382,05/06/2025,ASPDLR000039,Waterproofing,won,2903808.48,unknown,dealer asked extra margin
ASPLEAD0002383,2025-06-17,ASPDLR000234,Waterproofing,site visit,2409489.18,Berger,price high
ASPLEAD0002384,2025-02-11,ASPDLR000514,Builder project,new,2547508.57,unknown,contractor controls decision
ASPLEAD0002385,28/09/2025,ASPDLR000302,Waterproofing,quoted,2361432.13,JSW,dealer asked extra margin
ASPLEAD0002386,2025-02-07,ASPDLR000381,Villa,new,1138732.32,Nerolac,price high
ASPLEAD0002387,2024-12-08,ASPDLR000334,Apartment repaint,site visit,2971766.09,Indigo,
ASPLEAD0002388,2024-12-16,ASPDLR000189,Villa,new,2007110.79,Local,price high
ASPLEAD0002389,27/08/2024,ASPDLR000171,Villa,won,1322469.82,Indigo,price high
ASPLEAD0002390,2025-05-20,ASPDLR000977,Commercial,stalled,2258899.47,Berger,contractor controls decision
ASPLEAD0002391,2024-12-17,ASPDLR000459,Beautiful Homes,site visit,1943283.79,unknown,payment risk
ASPLEAD0002392,2026-01-28,ASPDLR000185,Builder project,quoted,2094102.31,Local,
ASPLEAD0002393,07/15/2024,ASPDLR000560,Waterproofing,quoted,1500125.53,JSW,dealer asked extra margin
ASPLEAD0002394,2026-03-22,ASPDLR000368,Villa,stalled,2507243.35,Berger,
ASPLEAD0002395,2026-03-12,ASPDLR000374,Builder project,new,115813.06,Nerolac,price high
ASPLEAD0002396,2025-03-26,ASPDLR000347,Apartment repaint,site visit,1358688.21,Indigo,dealer asked extra margin
ASPLEAD0002397,2024-10-23,ASPDLR000220,Apartment repaint,won,804328.85,JSW,
ASPLEAD0002398,2025-10-26,ASPDLR000668,Apartment repaint,stalled,349859.10,Local,payment risk
ASPLEAD0002399,2025-02-22,ASPDLR000163,Apartment repaint,stalled,955855.44,Local,
ASPLEAD0002400,2024-09-20,ASPDLR000250,Beautiful Homes,quoted,777715.03,Berger,dealer asked extra margin
ASPLEAD0002401,2025-05-02,ASPDLR000473,Villa,lost,2708738.08,unknown,dealer asked extra margin
ASPLEAD0002402,31/10/2024,ASPDLR000986,Beautiful Homes,site visit,534241.29,Local,payment risk
ASPLEAD0002403,2024-09-25,ASPDLR000801,Waterproofing,lost,1639450.62,Berger,
ASPLEAD0002404,2025-03-05,ASPDLR000667,Commercial,site visit,919707.93,unknown,dealer asked extra margin
ASPLEAD0002405,2025-03-17,ASPDLR000891,Commercial,new,1900754.80,Indigo,payment risk
ASPLEAD0002406,10/10/2024,ASPDLR000216,Villa,stalled,1393385.80,None,payment risk
ASPLEAD0002407,2025-04-30,ASPDLR000438,Waterproofing,site visit,1586134.54,Local,contractor controls decision
ASPLEAD0002408,2025-10-06,ASPDLR000101,Waterproofing,new,2534100.35,Local,
ASPLEAD0002409,2025-09-12,ASPDLR000555,Waterproofing,won,1039555.82,Berger,dealer asked extra margin
ASPLEAD0002410,2026-01-16,ASPDLR000043,Waterproofing,lost,1215451.14,Berger,price high
ASPLEAD0002411,2025-01-02,ASPDLR000951,Builder project,stalled,399311.33,None,contractor controls decision
ASPLEAD0002412,2025-02-05,ASPDLR000619,Builder project,won,1316747.46,Berger,price high
ASPLEAD0002413,2024-12-16,ASPDLR000799,Beautiful Homes,site visit,2347349.67,Nerolac,contractor controls decision
ASPLEAD0002414,2025-11-23,ASPDLR000065,Villa,new,782093.56,None,dealer asked extra margin
ASPLEAD0002415,2025-12-18,ASPDLR000415,Waterproofing,site visit,108779.53,Nerolac,price high
ASPLEAD0002416,2024-05-12,ASPDLR000868,Apartment repaint,won,614848.23,Local,price high
ASPLEAD0002417,2025-08-26,ASPDLR000789,Beautiful Homes,site visit,1406938.91,unknown,dealer asked extra margin
ASPLEAD0002418,2024-07-23,ASPDLR000945,Commercial,won,2483593.64,Nerolac,
ASPLEAD0002419,2025-05-11,ASPDLR000982,Beautiful Homes,lost,2835193.09,Local,dealer asked extra margin
ASPLEAD0002420,2025-01-15,ASPDLR000135,Waterproofing,stalled,1467075.94,Berger,
ASPLEAD0002421,2025-05-19,ASPDLR000415,Builder project,site visit,2307639.02,JSW,dealer asked extra margin
ASPLEAD0002422,2025-09-01,ASPDLR000107,Builder project,lost,939333.45,Indigo,price high
ASPLEAD0002423,2024-10-10,ASPDLR000182,Apartment repaint,quoted,2722952.62,unknown,
ASPLEAD0002424,2024-07-11,ASPDLR000040,Villa,new,2106787.53,Berger,price high
ASPLEAD0002425,2025-12-01,ASPDLR000321,Waterproofing,quoted,1968605.60,unknown,payment risk
ASPLEAD0002426,2024-10-06,ASPDLR000609,Commercial,won,769957.67,Indigo,price high
ASPLEAD0002427,2025-08-10,ASPDLR000328,Apartment repaint,site visit,793523.23,JSW,
ASPLEAD0002428,2025-06-09,ASPDLR000800,Commercial,site visit,2135629.10,Local,contractor controls decision
ASPLEAD0002429,13-Jun-24,ASPDLR000126,Villa,stalled,2013393.83,JSW,payment risk
ASPLEAD0002430,2025-12-20,ASPDLR000930,Beautiful Homes,stalled,1413827.47,Nerolac,price high
ASPLEAD0002431,2025-06-30,ASPDLR000790,Builder project,new,1177490.85,Local,price high
ASPLEAD0002432,2024-09-16,ASPDLR000650,Builder project,lost,2938577.71,Nerolac,contractor controls decision
ASPLEAD0002433,2024-10-21,ASPDLR000149,Commercial,lost,2632496.25,JSW,contractor controls decision
ASPLEAD0002434,2024-09-25,ASPDLR000323,Commercial,site visit,1519467.79,Indigo,payment risk
ASPLEAD0002435,2026-03-04,ASPDLR000392,Waterproofing,stalled,1414353.64,Nerolac,payment risk
ASPLEAD0002436,2025-08-03,ASPDLR000532,Beautiful Homes,stalled,2589617.02,None,price high
ASPLEAD0002437,2024-10-23,ASPDLR000729,Villa,lost,898326.37,Nerolac,dealer asked extra margin
ASPLEAD0002438,2026-03-27,ASPDLR000275,Apartment repaint,lost,1933323.36,Local,contractor controls decision
ASPLEAD0002439,2025-02-13,ASPDLR000061,Waterproofing,won,2274081.84,None,dealer asked extra margin
ASPLEAD0002440,06/15/2024,ASPDLR000171,Apartment repaint,won,2636674.26,Indigo,
ASPLEAD0002441,04/10/2025,ASPDLR000078,Beautiful Homes,new,1687602.67,Berger,dealer asked extra margin
ASPLEAD0002442,2026-01-26,ASPDLR000190,Waterproofing,site visit,2620738.82,Indigo,payment risk
ASPLEAD0002443,07/03/2024,ASPDLR000701,Beautiful Homes,site visit,1924663.21,Nerolac,payment risk
ASPLEAD0002444,12/26/2025,ASPDLR000805,Builder project,quoted,2154767.69,JSW,dealer asked extra margin
ASPLEAD0002445,19-Jul-24,ASPDLR000099,Waterproofing,site visit,2726043.95,JSW,payment risk
ASPLEAD0002446,2025-07-19,ASPDLR000163,Villa,won,2429300.73,Berger,price high
ASPLEAD0002447,20/05/2024,ASPDLR000774,Waterproofing,site visit,1193608.92,Local,payment risk
ASPLEAD0002448,2024-10-28,ASPDLR000082,Commercial,quoted,333182.83,Nerolac,
ASPLEAD0002449,2024-07-25,ASPDLR000674,Waterproofing,won,1624069.73,Indigo,contractor controls decision
ASPLEAD0002450,18-Sep-24,ASPDLR000047,Beautiful Homes,quoted,1650199.48,Local,price high
ASPLEAD0002451,2024-07-25,ASPDLR000565,Commercial,quoted,1418993.70,Indigo,dealer asked extra margin
ASPLEAD0002452,2024-12-07,ASPDLR000763,Beautiful Homes,won,848967.88,Berger,payment risk
ASPLEAD0002453,2025-06-29,ASPDLR000940,Beautiful Homes,stalled,1745659.37,None,dealer asked extra margin
